ReceptionTime,d2w
1537861696.71342,1153.7
1537861696.73341,1171.5
1537861696.75325,1225.7
1537861696.7728,1149.6
1537861696.79216,1166.6
1537862297.30729,1146.5
1537862297.32652,1205.5
1537862297.34596,1146.5
1537862297.36468,1161.9
1537862297.38447,1123.6
1537862297.40413,1141.4
1537862297.42334,1176.9
1537862297.44251,1159.4
1537862297.46162,1118.7
1537862297.48081,1153.7
1537862898.62477,1133.9
1537862898.65351,1131.9
1537862898.67178,1206.4
1537862898.68995,1134
1537862898.71023,1110.4
1537862898.72879,1143.7
1537862898.74783,1103.2
1537862898.76543,1100
1537862898.78267,1098.2
1537862898.80009,1096.7
1537863499.51306,1093.9
1537863499.53651,1091.3
1537863499.55824,1123.6
1537863499.58126,1108
1537863499.59861,1105.5
1537863499.61587,1086.7
1537863499.63123,1119.3
1537863499.64661,1098
1537863499.66254,1094.8
1537863499.68343,1111.8
1537864099.99133,1087.7
1537864100.07974,1086.2
1537864100.1189,1065.1
1537864100.15117,1062.7
1537864100.20044,1075.9
1537864100.23158,1073.5
1537864100.26268,1090.9
1537864100.29385,1067.9
1537864100.32491,1050.3
1537864100.35724,1137.3
1537864702.67048,1079
1537864702.74993,1080.6
1537864702.77564,1063.6
1537864702.79947,1058.7
1537864702.81619,1040
1537864702.83162,1037
1537864702.84772,1052.6
1537864702.86343,1033.3
1537864702.88156,1048.9
1537864702.8996,1031.4
1537865301.85745,1028.1
1537865301.87853,1026.7
1537865301.89538,1025.1
1537865301.91337,1023.2
1537865301.93188,1024.4
1537865301.94788,1021.8
1537865301.96508,1019.1
1537865301.98075,1019.7
1537865301.9963,1017.1
1537865302.01233,1015
1537865903.52074,1010.1
1537865903.54094,1010.3
1537865903.56129,1009.8
1537865903.58032,1005.5
1537865903.59807,1005.6
1537865903.6144,1002.2
1537865903.63195,999.7
1537865903.64956,999
1537865903.66665,997
1537865903.68386,996.3
1537866504.37886,993
1537866504.46339,991.2
1537866504.49455,989.7
1537866504.5199,986.2
1537866504.54009,983.6
1537866504.56033,980.9
1537866504.59969,977.4
1537866504.61888,976.5
1537866504.63483,973.1
1537866504.65103,971.5
1537867105.31424,966.6
1537867105.38515,964.8
1537867105.4337,964.1
1537867105.45019,961
1537867105.46681,960.4
1537867105.48231,959
1537867105.49784,956.7
1537867105.51334,954.3
1537867105.52898,954.4
1537867105.54453,952
1537867706.3823,949.4
1537867706.48399,948.1
1537867706.54757,944.3
1537867706.57429,942.7
1537867706.59787,939.7
1537867706.61563,938.7
1537867706.631,935.7
1537867706.64627,935.5
1537867706.66152,933.2
1537867706.67678,929.2
1537868305.96369,927.3
1537868306.03118,925.9
1537868306.05552,925.2
1537868306.07975,922.9
1537868306.09988,919.3
1537868306.11897,917.2
1537868306.13672,914.1
1537868306.15242,911.2
1537868306.16766,911.2
1537868306.18295,907.5
1537868906.37673,905.3
1537868906.39695,903
1537868906.41675,899.3
1537868906.43808,898.2
1537868906.4547,894.6
1537868906.47279,894.4
1537868906.48853,892.1
1537868906.51976,888.9
1537868906.53535,884.7
1537868906.55074,882.6
1537869507.54161,881.9
1537869507.56126,880.3
1537869507.57826,880.7
1537869507.59536,880.7
1537869507.61144,875.2
1537869507.62677,873.5
1537869507.64494,867.3
1537869507.66315,868.4
1537869507.6791,866.7
1537869507.6949,869.3
1537870108.95025,865.3
1537870108.97528,862.3
1537870108.99269,860.9
1537870109.00903,856.1
1537870109.0263,857.6
1537870109.04238,856.9
1537870109.05775,854.7
1537870109.07323,855.6
1537870109.08838,854
1537870109.10359,851.7
1537870709.85758,849.1
1537870709.94324,846.4
1537870709.97453,844.8
1537870710.01066,844
1537870710.04202,843.5
1537870710.07031,841.9
1537870710.08758,841.1
1537870710.10294,835.5
1537870710.11825,835.2
1537870710.13356,831.7
1537871311.19253,831.7
1537871311.21421,828.9
1537871311.23951,827.6
1537871311.26197,826.1
1537871311.28129,824.5
1537871311.29666,822.1
1537871311.31192,820.2
1537871311.32744,820.7
1537871311.34297,816.6
1537871311.36,820.6
1537871910.7937,818.8
1537871910.81953,813.1
1537871910.845,814.5
1537871910.86738,811.6
1537871910.88752,812.1
1537871910.92322,811.2
1537871910.94032,807.8
1537871910.95546,808.4
1537871910.97099,807.7
1537871910.98629,805.6
1537872511.5289,802.9
1537872511.56685,804.3
1537872511.58644,802.8
1537872511.60503,802.6
1537872511.62265,801.6
1537872511.63982,798.5
1537872511.65645,795
1537872511.67361,797
1537872511.69041,797.1
1537872511.70749,794
1537873112.25624,794.2
1537873112.27624,789
1537873112.29275,791.2
1537873112.31233,790.2
1537873112.3329,789.3
1537873112.35307,787
1537873112.37167,784.4
1537873112.39028,785.3
1537873112.40877,782.9
1537873112.42652,782.4
1537873712.03068,778.3
1537873712.08153,773.2
1537873712.09809,777.1
1537873712.11591,772.7
1537873712.1329,773
1537873712.14961,769.8
1537873712.16591,768.2
1537873712.18152,767.1
