ReceptionTime,d2w
1538177698.24159,880.3
1538177698.25893,883.3
1538177698.27501,874.3
1538177698.29174,874.9
1538178298.49001,871.8
1538178298.51016,874.6
1538178298.52936,869.8
1538178298.55011,864
1538178298.56948,859.2
1538178298.58784,861.2
1538178298.60528,867.9
1538178298.64272,865.3
1538178298.66346,856.8
1538178298.68109,858.6
1538178902.35294,851.8
1538178902.37506,850
1538178902.40889,858.2
1538178902.42592,849.7
1538178902.4419,851.3
1538178902.45744,852.9
1538178902.47273,846.7
1538178902.48804,845.2
1538178902.50325,847.6
1538178902.5186,854.8
1538179502.71603,844.2
1538179502.81891,846.3
1538179502.84401,845.7
1538179502.8664,837.8
1538179502.88256,849.7
1538179502.89782,846.7
1538179502.91304,844
1538179502.94499,848.2
1538179502.96035,843.1
1538179502.9756,845
1538180102.2839,840.6
1538180102.36814,843.4
1538180102.41545,845.4
1538180102.43886,847.8
1538180102.46087,846.7
1538180102.48121,838.3
1538180102.49787,838.4
1538180102.51464,839
1538180102.53114,844.2
1538180102.54953,848.1
1538180704.28647,837.1
1538180704.30522,838.6
1538180704.32448,838.2
1538180704.34309,845
1538180704.35903,842.3
1538180704.37501,836.6
1538180704.39044,837.9
1538180704.40587,840.6
1538180704.42118,845.7
1538180704.43738,841.1
1538181304.18431,834.2
1538181304.20118,830.4
1538181304.22005,833.7
1538181304.23776,843
1538181304.25708,844.3
1538181304.27642,835.3
1538181304.31418,831.1
1538181304.35182,831.2
1538181304.37064,840.3
1538181304.38617,840.4
1538181905.53962,836.4
1538181905.55831,832.9
1538181905.57688,831.4
1538181905.59533,832.7
1538181905.6136,835.6
1538181905.63199,831
1538181905.6504,828.7
1538181905.66715,827.8
1538181905.68514,832.2
1538181905.70423,829.9
1538182506.64014,834.4
1538182506.65955,826.8
1538182506.67835,827.2
1538182506.69729,829
1538182506.71744,832.2
1538182506.73581,834.4
1538182506.75411,825.3
1538182506.77129,827.5
1538182506.78934,821.8
1538182506.80791,824.2
1538183109.00217,827.5
1538183109.02575,820.6
1538183109.04459,825.5
1538183109.06094,820.2
1538183109.07733,823.4
1538183109.09401,821.1
1538183109.11035,824.4
1538183109.12651,827.8
1538183109.14244,822.9
1538183109.15877,821.2
1538183708.6298,822.2
1538183708.68252,823.3
1538183708.73954,823.6
1538183708.77447,819.2
1538183708.79577,817.7
1538183708.81788,815.4
1538183708.83744,817.5
1538183708.85702,816.7
1538183708.87706,817.6
1538183708.89503,813.3
1538184310.46784,813.9
1538184310.52864,815.8
1538184310.54716,819.6
1538184310.56387,813.9
1538184310.58015,814.9
1538184310.61183,808.8
1538184310.66967,815.3
1538184310.68772,816.7
1538184310.70545,810.7
1538184310.72178,813
1538184911.11982,808.6
1538184911.14308,809.8
1538184911.16261,810.9
1538184911.18343,809.4
1538184911.20187,814.2
1538184911.21857,812.4
1538184911.23405,811.6
1538184911.24945,815.3
1538184911.26493,807.8
1538184911.28109,814.6
1538185511.51536,814
1538185511.53533,812.8
1538185511.55274,814.3
1538185511.57113,813.1
1538185511.58823,815.3
1538185511.60419,817.6
1538185511.62071,811.7
1538185511.63671,813.3
1538185511.65261,814.2
1538185511.66845,821.1
1538186111.34527,820.1
1538186111.36692,816.9
1538186111.39251,818.6
1538186111.41235,815.7
1538186111.43195,823.6
1538186111.45133,822.9
1538186111.47058,818.7
1538186111.48977,827.2
1538186111.50649,824.7
1538186111.52183,824.7
1538186712.14655,818.3
1538186712.21725,820.2
1538186712.23866,821.2
1538186712.25622,829.7
1538186712.27345,825.5
1538186712.28962,822.9
1538186712.30552,820.9
1538186712.32095,827
1538186712.33644,827.3
1538186712.3518,834.3
1538187312.60347,831.3
1538187312.67469,828.6
1538187312.70828,829.4
1538187312.73845,833.1
1538187312.75467,831.3
1538187312.77013,835.3
1538187312.78852,831.5
1538187312.80521,829.9
1538187312.82122,831.9
1538187312.83825,835.6
1538187913.97798,836.1
1538187914.05694,840.1
1538187914.08205,835
1538187914.10968,835.1
1538187914.13528,838.7
1538187914.15351,842.4
1538187914.17031,846
1538187914.18576,838.7
1538187914.20232,842
1538187914.21773,837
1538188514.69911,838.3
1538188514.78961,846.5
1538188514.84576,844.6
1538188514.86853,844.7
1538188514.88796,842.4
1538188514.9071,841.8
1538188514.92624,846.6
1538188514.94529,848.9
1538188514.96442,849.6
1538188514.9835,849.2
1538189113.67621,850.6
1538189113.69369,849.2
1538189113.71275,855.3
1538189113.73296,852.3
1538189113.75259,855.6
1538189113.77009,859.6
1538189113.78624,860.4
1538189113.80203,860.9
1538189113.81777,861
1538189113.83374,860
1538189714.07836,863.2
1538189714.09872,866.5
1538189714.11608,867.3
1538189714.13448,876.9
1538189714.15295,870
1538189714.17271,873
1538189714.19202,874.9
1538189714.21142,880.4
1538189714.23075,885.5
1538189714.25009,887
1538190313.71037,886.3
1538190313.73755,887.4
1538190313.76267,887.6
1538190313.80936,891.7
1538190313.8326,892.2
1538190313.85558,898
1538190313.87374,891.9
1538190313.89276,892.2
1538190313.90981,903.8
1538190313.93012,904.5
1538190913.71515,907
1538190913.78131,905.9
1538190913.80308,906.2
1538190913.82255,901.7
1538190913.84321,909.3
1538190913.86456,914.1
1538190913.88273,915.4
1538190913.89855,912.5
1538190913.91439,909
1538190913.93022,910.6
1538191514.48413,912.9
1538191514.5753,912.4
1538191514.63879,916.8
1538191514.66348,913.6
1538191514.68481,914.3
1538191514.70196,925.4
1538191514.71797,923.6
1538191514.7339,920.8
1538191514.74981,920.3
1538191514.76563,921.2
1538192113.40959,922.7
1538192113.49032,928.7
1538192113.52139,928.9
1538192113.54102,925.2
1538192113.56033,928.5
1538192113.57648,927.4
1538192113.59455,930.1
1538192113.61254,931.2
1538192113.64876,926.2
1538192113.66572,933.8
1538192715.31713,937.1
1538192715.33752,942.8
1538192715.35789,938.9
1538192715.37669,936.8
1538192715.3949,940.4
1538192715.41529,944.1
1538192715.43538,950.5
1538192715.45558,946.9
1538192715.47574,950.6
1538192715.49282,950.2
1538193314.7033,951.4
1538193314.72819,959.5
1538193314.75108,961.7
1538193314.77188,959.3
1538193314.7912,962.1
1538193314.80777,964.8
1538193314.82819,962.1
1538193314.84611,966.9
1538193314.86412,966.9
1538193314.88289,969.9
1538193915.95099,972.8
1538193916.01515,977.2
1538193916.03998,977.3
1538193916.10862,975.7
1538193916.14569,978.8
1538193916.16493,981.7
1538193916.18298,987.9
1538193916.20203,989.1
1538193916.22245,993.2
1538193916.24301,990.4
1538194515.16276,992.9
1538194515.20838,995
1538194515.24545,998.7
1538194515.2837,1004.2
1538194515.32334,1004.5
1538194515.35754,1005
1538194515.38461,1006.2
1538194515.40822,1010.3
1538194515.42911,1013
1538194515.44465,1014.7
1538195115.3733,1014.2
1538195115.45332,1018.5
1538195115.48441,1016.2
1538195115.51012,1020.8
1538195115.52562,1027.1
1538195115.54289,1025.8
1538195115.55818,1028.2
1538195115.57353,1027.7
1538195115.58888,1032.5
1538195115.60424,1032.9
1538195716.61417,1039.4
1538195716.64095,1039.7
1538195716.65992,1035.4
1538195716.67658,1041.8
1538195716.69295,1046.7
1538195716.70876,1047.9
1538195716.72439,1048
1538195716.73986,1048.4
1538195716.75524,1045.2
1538195716.77061,1050.1
1538196318.03148,1058.2
1538196318.05425,1058.1
1538196318.07298,1056.8
1538196318.09382,1053.5
1538196318.11429,1054
1538196318.13377,1062.5
1538196318.1534,1059.4
1538196318.17386,1062.3
1538196318.19381,1067.3
1538196318.21342,1061.2
1538196918.70664,1072.4
1538196918.72591,1071.3
1538196918.74462,1071.6
1538196918.7617,1072.6
1538196918.77825,1070.5
1538196918.79738,1076.2
1538196918.81612,1079.6
1538196918.83475,1082.1
1538196918.85344,1085.6
1538196918.87218,1083.1
1538197519.98442,1080.1
1538197520.07026,1084.2
1538197520.123,1085.3
1538197520.14061,1095.9
1538197520.16069,1095
1538197520.17634,1094.1
1538197520.19192,1100.1
1538197520.20851,1096.9
1538197520.22397,1100.7
1538197520.23942,1101.6
1538198119.55499,1105.4
1538198119.61914,1105.5
1538198119.66497,1107.2
1538198119.70471,1118.1
1538198119.72827,1117.7
1538198119.75205,1115.8
1538198119.7726,1116.4
1538198119.79155,1115
1538198119.8085,1120.4
1538198119.82661,1123
1538198720.14744,1127.1
1538198720.21768,1132.4
1538198720.24132,1131.1
1538198720.26383,1131.5
1538198720.28017,1133.8
1538198720.29556,1134.4
1538198720.31299,1138.7
1538198720.34361,1141.3
1538198720.35943,1137.3
1538198720.37567,1141.6
1538199320.61833,1142.2
1538199320.69001,1146.1
1538199320.71282,1149
1538199320.73397,1147.2
1538199320.75168,1150.8
1538199320.76741,1149.9
1538199320.78476,1151
1538199320.80005,1154.9
1538199320.81519,1156
1538199320.83049,1159.7
1538199921.18901,1160.2
1538199921.20951,1163.3
1538199921.23039,1164.5
1538199921.24851,1162.3
1538199921.26656,1164.4
1538199921.2854,1168
1538199921.30425,1167.3
1538199921.32158,1171
1538199921.33866,1169.5
1538199921.35617,1173.6
1538200522.45166,1176.2
1538200522.47154,1175.1
1538200522.49314,1178
1538200522.51401,1179.9
1538200522.53448,1181.2
1538200522.55404,1180.4
1538200522.57341,1181.6
1538200522.59024,1183.5
1538200522.60659,1185.3
1538200522.62611,1186.5
1538201122.56746,1187.3
1538201122.62798,1187.9
1538201122.67172,1188.9
1538201122.70251,1191.4
1538201122.73339,1193
1538201122.76399,1195.1
1538201122.79671,1195.2
1538201122.83002,1197.5
1538201122.86123,1197.5
1538201122.89199,1201.2
1538201724.08346,1201.1
1538201724.10903,1200.3
1538201724.1327,1202.1
1538201724.14873,1202.2
1538201724.16702,1205.3
1538201724.18237,1206.4
1538201724.19782,1207.5
1538201724.21314,1208.4
1538201724.22932,1205.6
1538201724.24502,1207.5
1538202324.02253,1209.5
1538202324.11338,1209.7
1538202324.15788,1210.3
1538202324.17491,1214.3
1538202324.19021,1216.2
1538202324.20554,1215.1
1538202324.22085,1215.6
1538202324.23619,1214.3
1538202324.25153,1215.8
1538202324.2671,1215.8
1538202923.16129,1216.3
1538202923.22587,1222.4
1538202923.24509,1222
1538202923.30962,1220.6
1538202923.33238,1222.2
1538202923.36998,1218.7
1538202923.38891,1217.1
1538202923.41006,1220.1
1538202923.42903,1219.4
1538202923.44786,1222.5
1538203524.8933,1224.4
1538203524.91526,1222.2
1538203524.93331,1223.3
1538203524.95277,1223.5
1538203524.9694,1222.7
1538203524.98621,1224.1
1538203525.00271,1223.8
1538203525.02101,1223.5
1538203525.0371,1223
1538203525.05645,1222
1538204125.89723,1224.2
1538204125.9167,1226.6
1538204125.93667,1226.1
1538204125.95622,1225.6
1538204125.97448,1227.4
1538204126.01251,1225.9
1538204126.03109,1225.8
1538204126.04957,1226.7
1538204126.06508,1229
1538204126.08014,1232.1
1538204726.37806,1232.1
1538204726.44237,1232.4
1538204726.46351,1229.5
1538204726.47954,1229.6
1538204726.49464,1231.5
1538204726.50903,1229.1
1538204726.52412,1229.8
1538204726.53973,1234.2
1538204726.5545,1236
1538204726.57091,1236.3
1538205327.42295,1239.1
1538205327.49239,1238.6
1538205327.51344,1235.8
1538205327.53041,1236.4
1538205327.56324,1239.6
1538205327.58094,1242.5
1538205327.59868,1244.8
1538205327.61416,1244.8
1538205327.6296,1243.8
1538205327.64507,1242.9
1538205929.53841,1242.4
1538205929.60585,1243.2
1538205929.63333,1244.4
1538205929.66221,1245.5
1538205929.68684,1246.4
1538205929.70451,1248.2
1538205929.72022,1248.6
1538205929.73593,1248.3
1538205929.75143,1249.7
1538205929.76693,1250.5
1538206530.53882,1248.4
1538206530.62649,1247
1538206530.66702,1248.6
1538206530.68649,1251.8
1538206530.705,1253
1538206530.72168,1251.9
1538206530.73681,1253.9
1538206530.75201,1252
1538206530.76798,1245.7
1538206530.78346,1248.9
1538207130.95492,1250.5
1538207130.97614,1252.2
1538207130.99627,1253.6
1538207131.01623,1251.6
1538207131.03302,1249.9
1538207131.04862,1247.4
1538207131.06407,1243.7
1538207131.07942,1246.4
1538207131.09476,1247
1538207131.11011,1245.2
1538207731.10372,1245.7
1538207731.12085,1246.6
1538207731.1367,1245.5
1538207731.15428,1245.8
1538207731.17207,1246.4
1538207731.18853,1242.4
1538207731.20741,1240.3
1538207731.22646,1240.7
1538207731.24561,1243.7
1538207731.26557,1244.2
1538208332.20865,1242.8
1538208332.23197,1242.6
1538208332.24834,1241.2
1538208332.26782,1240
1538208332.28602,1259.4
1538208332.30228,1240.1
1538208332.31789,1240.6
1538208332.33392,1241.1
1538208332.34942,1242.4
1538208332.36474,1240.6
1538208933.19599,1237.2
1538208933.21235,1236.9
1538208933.23141,1238.7
1538208933.25029,1238.1
1538208933.26939,1236
1538208933.28851,1238.1
1538208933.30772,1237.7
1538208933.32669,1236.7
1538208933.34594,1236.6
1538208933.36503,1237.2
1538209533.91273,1239.2
1538209533.9695,1237.2
1538209533.99398,1235.5
1538209534.02031,1234.8
1538209534.0401,1237.8
1538209534.0761,1235.2
1538209534.09374,1234.2
1538209534.10975,1235.7
1538209534.12573,1232.6
1538209534.14253,1232.2
1538210135.43502,1233.6
1538210135.50574,1232.2
1538210135.53825,1232.4
1538210135.5599,1231.3
1538210135.57948,1229.5
1538210135.59495,1229.1
1538210135.62788,1229
1538210135.64323,1229.2
1538210135.65906,1228.9
1538210135.67542,1228.8
1538210737.51702,1227
1538210737.53679,1226
1538210737.55503,1227.4
1538210737.57169,1226
1538210737.5914,1227.6
1538210737.60763,1229
1538210737.62308,1225.8
1538210737.63867,1226.3
1538210737.65429,1228.7
1538210737.67297,1226
1538211336.88014,1223.5
1538211336.89956,1222.3
1538211336.9189,1218.9
1538211336.93887,1220.2
1538211336.95884,1224.5
1538211336.97826,1225
1538211336.99823,1224.1
1538211337.01844,1225.3
1538211337.03825,1224.1
1538211337.0578,1224.8
1538211937.26813,1225.9
1538211937.29984,1225
1538211937.33051,1227.6
1538211937.35525,1225.3
1538211937.37869,1221.6
1538211937.40546,1226.3
1538211937.42905,1228.8
1538211937.44676,1226.2
1538211937.46469,1222.6
1538211937.48032,1219.4
1538212537.55555,1218.5
1538212537.64119,1220.2
1538212537.70233,1222.8
1538212537.72147,1224.7
1538212537.73682,1225.8
1538212537.75208,1221.1
1538212537.76738,1218.1
1538212537.7827,1219.7
1538212537.79795,1216.9
1538212537.81334,1217.8
1538213137.72104,1222.7
1538213137.78596,1219.9
1538213137.8103,1216.4
1538213137.8329,1215.3
1538213137.85093,1212.1
1538213137.86821,1212.3
1538213137.88869,1212.4
1538213137.94535,1211.1
1538213137.98155,1209.5
1538213138.02011,1205.3
1538213738.97685,1204.1
1538213738.99399,1203.8
1538213739.0102,1207.3
1538213739.02559,1207.9
1538213739.04095,1203.5
1538213739.05637,1199.6
1538213739.07184,1197.9
1538213739.08721,1198.9
1538213739.10293,1198.4
1538213739.12057,1197.6
1538214340.58235,1201.2
1538214340.60183,1199.6
1538214340.62012,1192.1
1538214340.63945,1189.7
1538214340.65756,1189.3
1538214340.67471,1186.6
1538214340.69148,1189
1538214340.70973,1188.5
1538214340.72565,1186.5
1538214340.74125,1185.4
1538214941.81385,1182.3
1538214941.83768,1185.6
1538214941.85882,1184
1538214941.87727,1181.8
1538214941.89657,1183.9
1538214941.91342,1181.7
1538214941.93134,1182.2
1538214941.94797,1180.5
1538214941.96343,1179.2
1538214941.97882,1180.2
1538215542.25544,1176.8
1538215542.29981,1172.7
1538215542.31969,1173.7
1538215542.33803,1172.7
1538215542.35591,1168.5
1538215542.37194,1173.8
1538215542.38752,1173.6
1538215542.40302,1174.1
1538215542.4184,1172.8
1538215542.4339,1168.5
1538216142.85386,1167.1
1538216142.90432,1164.5
1538216142.92315,1166.1
1538216142.9408,1166.1
1538216142.96033,1164.4
1538216142.97929,1163.2
1538216142.99829,1161.6
1538216143.01721,1158.8
1538216143.03618,1155
1538216143.05527,1155.9
1538216742.22927,1158
1538216742.2726,1154.6
1538216742.31439,1156.6
1538216742.34415,1155.7
1538216742.36113,1148.1
1538216742.37693,1149.1
1538216742.3927,1147.8
1538216742.40949,1141.6
1538216742.42525,1145.1
1538216742.45758,1144.4
1538217343.13484,1137.8
1538217343.19305,1140.6
1538217343.26039,1135
1538217343.33057,1126.3
1538217343.37304,1124.4
1538217343.39095,1123
1538217343.40659,1127.4
1538217343.44001,1129.4
1538217343.4558,1125.8
1538217343.47148,1120.5
1538217943.52318,1114.7
1538217943.54459,1113.1
1538217943.5624,1115.1
1538217943.57936,1113
1538217943.59826,1114.3
1538217943.61468,1109.7
1538217943.6344,1105.7
1538217943.65415,1105.7
1538217943.67378,1096.1
1538217943.6934,1097.6
1538218546.83648,1096.9
1538218546.85742,1095.2
1538218546.87756,1089.2
1538218546.90268,1087.1
1538218546.92124,1094
1538218546.93849,1093.8
1538218546.9545,1091
1538218546.97191,1091
1538218546.98872,1080.8
1538218547.00565,1079.2
1538219146.82172,1081.5
1538219146.91506,1081
1538219146.93744,1080.3
1538219146.95592,1077.2
1538219146.97234,1074.5
1538219146.98819,1069.6
1538219147.00396,1069.4
1538219147.01985,1065.4
1538219147.03583,1063.7
1538219147.05298,1068
1538219747.12129,1062.5
1538219747.1892,1059
1538219747.21345,1059.7
1538219747.23855,1059.1
1538219747.25988,1052.7
1538219747.28175,1052.9
1538219747.29835,1049.6
1538219747.314,1051.3
1538219747.32973,1054.8
1538219747.34539,1049
1538220348.49196,1044
1538220348.55848,1036
1538220348.58246,1040.7
1538220348.60559,1039.9
1538220348.62749,1041.2
1538220348.64669,1038
1538220348.66225,1027.4
1538220348.67784,1030
1538220348.69519,1023.7
1538220348.71246,1024.4
1538220949.75732,1029.2
1538220949.86195,1021.8
1538220949.89019,1023.9
1538220949.91702,1017
1538220949.94091,1015.7
1538220949.95782,1022.2
1538220949.97341,1016
1538220949.98901,1012.4
1538220950.00462,1011.1
1538220950.02018,1006.7
1538221550.08375,1004
1538221550.10343,1008
1538221550.12082,1005.2
1538221550.13737,992.4
1538221550.15572,1000.2
1538221550.17486,997.5
1538221550.19449,993.9
1538221550.21408,995.4
1538221550.23366,985.8
1538221550.2534,976.7
1538222149.48754,982.5
1538222149.50492,990.1
1538222149.52207,981.6
1538222149.53843,976.8
1538222149.5564,970.5
1538222149.57597,966.3
1538222149.59555,971
1538222149.61507,967.2
1538222149.63442,965.1
1538222149.65408,962.6
1538222749.38583,955.5
1538222749.47775,957.7
1538222749.54651,956.8
1538222749.5701,949.1
1538222749.59378,948.2
1538222749.6151,946.6
1538222749.63682,941.8
1538222749.65741,942.3
1538222749.67377,934.3
1538222749.68945,935.2
1538223350.7461,932.9
1538223350.81776,931
1538223350.84249,930.7
1538223350.86577,926.6
1538223350.88738,925.8
1538223350.90621,922.8
1538223350.92181,924.4
1538223350.93764,923.9
1538223350.95555,916.1
1538223350.97309,922.2
1538223952.07551,915.5
1538223952.16864,919.8
1538223952.19961,914.6
1538223952.22614,911.6
1538223952.24424,906.2
1538223952.26001,904.1
1538223952.27862,905
1538223952.31192,905.1
1538223952.32761,906
1538223952.34344,895.3
1538224553.78993,907.5
1538224553.81072,901.3
1538224553.82688,897.7
1538224553.84537,903
1538224553.8623,894.4
1538224553.88446,897.7
1538224553.90252,902.4
1538224553.92217,894.3
1538224553.94013,886.6
1538224553.96051,884.1
1538225154.6823,885.3
1538225154.70316,889.4
1538225154.71986,885.4
1538225154.74023,879.3
1538225154.76437,869.4
1538225154.78476,882.2
1538225154.80458,885.6
1538225154.82441,882.8
1538225154.84413,879
1538225154.86389,863.2
1538225756.08197,867.8
1538225756.10266,873.6
1538225756.12334,869
1538225756.14677,867.3
1538225756.16736,859
1538225756.1874,860.6
1538225756.22742,865.5
1538225756.24416,863.6
1538225756.26001,857.8
1538225756.27701,845.8
1538226356.16764,854.3
1538226356.25825,851.8
1538226356.29336,858.8
1538226356.32231,849
1538226356.35767,835.7
1538226356.37319,841.2
1538226356.3894,844
1538226356.4051,849.9
1538226356.42116,836.6
1538226356.43693,832.2
1538226957.3993,841.1
1538226957.48416,831.2
1538226957.52321,838.1
1538226957.54255,831.4
1538226957.55856,827.9
1538226957.57472,828.4
1538226957.59048,828
1538226957.60616,822.5
1538226957.62175,814.7
1538226957.63745,830.3
1538227558.49669,824.8
1538227558.51586,827.7
1538227558.53501,821.9
1538227558.55523,808.6
1538227558.57397,816
1538227558.59215,822
1538227558.60952,810.1
1538227558.62761,816.1
1538227558.64423,807.3
1538227558.66076,806.3
1538228158.58011,803.1
1538228158.62931,807.5
1538228158.64914,799.2
1538228158.66695,800.8
1538228158.68518,805.8
1538228158.70601,811.7
1538228158.72541,805.1
1538228158.74499,798.5
1538228158.76447,793.6
1538228158.784,791.7
1538228759.12084,797.8
1538228759.14113,807.3
1538228759.16101,796.3
1538228759.18004,792.5
1538228759.20067,785.2
1538228759.22104,782.6
1538228759.24085,793.8
1538228759.26067,787.2
1538228759.28047,782.4
1538228759.29659,786.8
1538229360.49396,784.2
1538229360.51428,787.4
1538229360.53256,782.1
1538229360.55074,775.3
1538229360.57076,766.6
1538229360.59019,778.8
1538229360.60821,790.9
1538229360.62437,793.8
1538229360.64129,777.1
1538229360.65752,770.2
1538229960.3015,770.8
1538229960.3768,767.8
1538229960.39976,787.5
1538229960.41682,801.2
1538229960.43335,769.5
1538229960.44964,771.6
1538229960.46572,758
1538229960.48174,769.2
1538229960.49996,771.6
1538229960.5171,776
1538230560.62316,764.6
1538230560.71109,758.5
1538230560.72899,764.6
1538230560.74588,766.5
1538230560.76175,762.3
1538230560.78235,753.3
1538230560.80259,756.6
1538230560.82233,757.8
1538230560.84195,758.3
1538230560.86154,751.8
1538231161.33392,744.4
1538231161.40821,743.4
1538231161.43258,756.2
1538231161.45306,756
1538231161.47381,747.4
1538231161.4957,745.1
1538231161.51792,740
1538231161.53972,743
1538231161.55994,741.9
1538231161.57764,751.3
1538231761.44191,741.9
1538231761.48306,737
1538231761.51695,732.2
1538231761.53649,741.9
1538231761.55207,747.2
1538231761.56769,740.5
1538231761.58342,726.2
1538231761.59897,731.6
1538231761.6145,730.8
1538231761.63013,738.7
1538232361.42047,741.1
1538232361.44987,739.8
1538232361.47224,730.3
1538232361.49646,732.8
1538232361.51348,728.6
1538232361.53016,728.5
1538232361.54553,733.7
1538232361.56204,729.1
1538232361.57753,733
1538232361.59303,726.8
1538232962.38337,717.7
1538232962.40011,728.2
1538232962.41752,720
1538232962.43415,720.3
1538232962.44961,727.3
1538232962.46439,729.5
1538232962.47908,726
1538232962.49321,724.3
1538232962.50729,722.4
1538232962.53505,716.8
1538233562.50192,723.7
1538233562.5713,724.2
1538233562.59426,718.8
1538233562.61742,722.2
1538233562.63832,717.6
1538233562.65459,716.9
1538233562.6702,718.1
1538233562.68616,713.5
1538233562.70184,718.9
1538233562.71756,723
1538234163.12527,712.6
1538234163.16137,718.4
1538234163.19411,720.4
1538234163.22386,713.1
1538234163.27789,716.1
1538234163.29539,717.6
1538234163.31152,717.5
1538234163.32768,723.1
1538234163.34342,721.8
1538234163.35919,721.2
1538234763.48048,725.7
1538234763.57031,718.4
1538234763.61368,718.5
1538234763.63347,722
1538234763.65016,722.6
1538234763.66988,732.3
1538234763.68565,731.7
1538234763.70237,727
1538234763.71818,718.5
1538234763.75021,729.8
1538235365.3513,726.2
1538235365.37398,735.3
1538235365.3962,728.3
1538235365.41772,730.6
1538235365.44104,730.6
1538235365.46205,734.1
1538235365.48277,731.5
1538235365.49834,724.2
1538235365.51375,728.8
1538235365.52917,735.6
1538235966.08835,732.3
1538235966.10784,745.5
1538235966.12939,728.2
1538235966.15089,727.1
1538235966.17339,735.4
1538235966.19535,741.3
1538235966.21449,724.4
1538235966.2335,734.6
1538235966.25342,728.1
1538235966.27293,725.4
1538236567.62787,730.1
1538236567.64794,732.2
1538236567.66632,731.1
1538236567.68353,727.1
1538236567.70194,726.5
1538236567.71867,723
1538236567.73562,724.7
1538236567.75207,736.1
1538236567.76839,730.4
1538236567.78379,733.5
1538237167.23687,730.9
1538237167.28816,731.3
1538237167.31118,730
1538237167.32844,737.9
1538237167.34627,725.2
1538237167.3623,725.9
1538237167.38029,738.4
1538237167.41529,731.2
1538237167.43319,737.6
1538237167.44893,726.8
1538237766.96861,723.5
1538237767.03751,734.7
1538237767.05825,740.7
1538237767.07465,743.7
1538237767.09108,740.2
1538237767.10685,735.3
1538237767.12245,740.2
1538237767.13802,744.6
1538237767.15354,747.5
1538237767.16909,746.9
1538238366.77286,744.5
1538238366.78926,737.2
1538238366.80487,741.2
1538238366.82109,747.6
1538238366.83988,748.2
1538238366.85685,751.3
1538238366.87434,749.4
1538238366.89169,756.1
1538238366.90854,757.6
1538238366.92453,755.4
1538238967.02381,757
1538238967.09366,759.3
1538238967.11587,763.8
1538238967.1343,765.3
1538238967.15232,754.8
1538238967.16919,759.5
1538238967.18489,764.8
1538238967.21595,762.1
1538238967.23141,765.6
1538238967.24691,766
1538239568.22732,767.3
1538239568.24968,764.9
1538239568.26717,773.7
1538239568.28536,770.5
1538239568.30528,770.6
1538239568.32406,771.9
1538239568.34286,761.6
1538239568.35906,773.8
1538239568.3779,778
1538239568.39425,773.1
1538240169.22084,773.5
1538240169.23953,769.9
1538240169.25938,776
1538240169.27925,784.4
1538240169.30114,777.4
1538240169.3184,780.3
1538240169.33774,774.1
1538240169.35731,781.9
1538240169.37713,780.3
1538240169.39642,791
1538240769.85164,775.5
1538240769.92687,780.9
1538240769.94929,784.9
1538240769.97362,786.4
1538240769.99653,794.6
1538240770.0159,793.8
1538240770.03157,782.4
1538240770.04848,787.9
1538240770.06738,788.4
1538240770.08446,797.5
1538241371.21376,799.3
1538241371.27998,803
1538241371.30596,797.9
1538241371.33081,792.1
1538241371.35233,795.6
1538241371.37455,799.5
1538241371.39812,809.7
1538241371.41632,820.9
1538241371.43188,808.7
1538241371.44748,803.1
1538241972.38971,800.2
1538241972.41632,802.1
1538241972.44051,817
1538241972.46356,818.6
1538241972.4798,810.5
1538241972.49555,807.2
1538241972.51127,809.8
1538241972.52696,816.3
1538241972.54262,821.8
1538241972.5584,814.3
1538242572.71817,815.7
1538242572.74844,820.2
1538242572.7669,821.8
1538242572.78793,816.6
1538242572.80821,816.9
1538242572.82773,814.5
1538242572.84749,825.2
1538242572.8676,826.4
1538242572.88709,823.1
1538242572.90646,820.9
1538243174.13289,821.3
1538243174.15492,827.9
1538243174.17288,833.8
1538243174.19024,826.1
1538243174.21194,821.5
1538243174.23164,827.3
1538243174.25119,836
1538243174.27052,830.3
1538243174.28869,829.1
1538243174.30808,823.5
1538243774.98582,832.6
1538243775.00658,842.6
1538243775.02495,843.1
1538243775.06155,837.2
1538243775.07831,832.8
1538243775.09753,834.5
1538243775.11664,848.1
1538243775.13578,851.4
1538243775.15501,846.1
1538243775.17423,842.1
1538244374.75704,844.2
1538244374.7877,856.3
1538244374.81389,854.4
1538244374.84235,856.1
1538244374.86599,850
1538244374.88247,846.1
1538244374.89817,852.4
1538244374.91391,868
1538244374.92989,854.4
1538244374.94852,854.4
1538244974.70269,863.1
1538244974.77506,856.7
1538244974.79687,863
1538244974.8171,871.6
1538244974.83528,861.8
1538244974.85084,860.3
1538244974.86744,865.6
1538244974.88325,864.8
1538244974.91442,867
1538244974.93256,871.1
1538245574.24285,864.5
1538245574.33802,859.1
1538245574.3634,874.1
1538245574.38471,872.1
1538245574.40492,872
1538245574.42101,875.2
1538245574.45312,874
1538245574.46988,876.5
1538245574.48729,877.3
1538245574.50397,883.8
1538246174.76787,877.6
1538246174.83901,869.7
1538246174.86295,876.5
1538246174.88259,877.8
1538246174.90216,882.3
1538246174.92166,881.3
1538246174.93848,878.2
1538246174.95625,876.2
1538246174.97398,878.9
1538246174.99094,896.9
1538246774.84045,892.1
1538246774.88645,897.2
1538246774.90665,889.3
1538246774.9242,884
