time,d2w,d2w_range,d2w_ROC,d2w_spike,d2w_FlatLine,label
2018-12-30 10:20:00,1154.245909090909,1,1,1,1,1
2018-12-30 10:25:00,1142.2504761904765,1,1,1,1,1
2018-12-30 10:30:00,1144.7585714285715,1,1,1,1,1
2018-12-30 10:35:00,1141.6376190476194,1,1,1,1,1
2018-12-30 10:40:00,1144.1613636363636,1,1,1,1,1
2018-12-30 10:45:00,1144.414090909091,1,1,1,1,1
2018-12-30 10:50:00,1150.8539999999996,1,1,1,1,1
2018-12-30 10:55:00,1149.1991666666665,1,1,1,1,1
2018-12-30 11:00:00,1143.7630434782616,1,1,1,1,1
2018-12-30 11:05:00,1139.8614285714286,1,1,1,1,1
2018-12-30 11:10:00,1153.6522727272732,1,1,1,1,1
2018-12-30 11:15:00,1160.4145454545455,1,1,1,1,1
2018-12-30 11:20:00,1137.9973913043475,1,1,1,1,1
2018-12-30 11:25:00,1141.3368181818178,1,1,1,1,1
2018-12-30 11:30:00,1156.6904761904766,1,1,1,1,1
2018-12-30 11:35:00,1150.395714285714,1,1,1,1,1
2018-12-30 11:40:00,1173.848,1,1,1,1,1
2018-12-30 11:45:00,1162.5269565217395,1,1,1,1,1
2018-12-30 11:50:00,1152.1154545454547,1,1,1,1,1
2018-12-30 11:55:00,1150.236086956522,1,1,1,1,1
2018-12-30 12:00:00,1171.8214285714284,1,1,1,1,1
2018-12-30 12:05:00,1171.578,1,1,1,1,1
2018-12-30 12:10:00,1185.6182608695653,1,1,1,1,1
2018-12-30 12:15:00,1180.598695652174,1,1,1,1,1
2018-12-30 12:20:00,1172.9718181818182,1,1,1,1,1
2018-12-30 12:25:00,1204.5939999999996,1,3,1,1,1
2018-12-30 12:30:00,1188.1081818181815,1,1,1,1,1
2018-12-30 12:35:00,1187.384347826087,1,1,1,1,1
2018-12-30 12:40:00,1195.9222727272727,1,1,1,1,1
2018-12-30 12:45:00,1186.2382608695655,1,1,1,1,1
2018-12-30 12:50:00,1193.7661904761906,1,1,1,1,1
2018-12-30 12:55:00,1201.3300000000004,1,1,1,1,1
2018-12-30 13:00:00,1192.654,1,1,1,1,1
2018-12-30 13:05:00,1218.0459999999996,1,3,1,1,1
2018-12-30 13:10:00,1216.88,1,1,1,1,1
2018-12-30 13:15:00,1194.4219999999996,1,1,1,1,1
2018-12-30 13:20:00,1188.0800000000004,1,1,1,1,1
2018-12-30 13:25:00,1189.6739999999998,1,1,1,1,1
2018-12-30 13:30:00,1191.1688,1,1,1,1,1
2018-12-30 13:35:00,1192.419523809524,1,1,1,1,1
2018-12-30 13:40:00,1199.9080000000001,1,1,1,1,1
2018-12-30 13:45:00,1199.488,1,1,1,1,1
2018-12-30 13:50:00,1199.0719999999994,1,1,1,1,1
2018-12-30 13:55:00,1204.7220000000002,1,1,1,1,1
2018-12-30 14:00:00,1195.8514285714284,1,1,1,1,1
2018-12-30 14:05:00,1195.886666666667,1,1,1,1,1
2018-12-30 14:10:00,1197.1861904761902,1,1,1,1,1
2018-12-30 14:15:00,1192.958,1,1,1,1,1
2018-12-30 14:20:00,1181.2666666666667,1,1,1,1,1
2018-12-30 14:25:00,1179.87,1,1,1,1,1
2018-12-30 14:30:00,1177.3600000000004,1,1,1,1,1
2018-12-30 14:35:00,1173.4920000000004,1,1,1,1,1
2018-12-30 14:40:00,1167.7040000000004,1,1,1,1,1
2018-12-30 14:45:00,1165.4861904761906,1,1,1,1,1
2018-12-30 14:50:00,1172.544761904762,1,1,1,1,1
2018-12-30 14:55:00,1160.846,1,1,1,1,1
2018-12-30 15:00:00,1152.144,1,1,1,1,1
2018-12-30 15:05:00,1147.9780952380956,1,1,1,1,1
2018-12-30 15:10:00,1147.8039999999999,1,1,1,1,1
2018-12-30 15:15:00,1138.5919999999999,1,1,1,1,1
2018-12-30 15:20:00,1137.0099999999995,1,1,1,1,1
2018-12-30 15:25:00,1134.0738095238096,1,1,1,1,1
2018-12-30 15:30:00,1139.2104761904754,1,1,1,1,1
2018-12-30 15:35:00,1129.6920000000002,1,1,1,1,1
2018-12-30 15:40:00,1120.6904761904761,1,1,1,1,1
2018-12-30 15:45:00,1127.2871428571436,1,1,1,1,1
2018-12-30 15:50:00,1131.5299999999995,1,1,1,1,1
2018-12-30 15:55:00,1111.1280000000004,1,1,1,1,1
2018-12-30 16:00:00,1111.6159999999998,1,1,1,1,1
2018-12-30 16:05:00,1105.8022727272723,1,1,1,1,1
2018-12-30 16:10:00,1099.255714285714,1,1,1,1,1
2018-12-30 16:15:00,1104.035,1,1,1,1,1
2018-12-30 16:20:00,1099.642857142857,1,1,1,1,1
2018-12-30 16:25:00,1100.893333333334,1,1,1,1,1
2018-12-30 16:30:00,1095.392380952381,1,1,1,1,1
2018-12-30 16:35:00,1089.6642857142858,1,1,1,1,1
2018-12-30 16:40:00,1085.1295238095238,1,1,1,1,1
2018-12-30 16:45:00,1087.165909090909,1,1,1,1,1
2018-12-30 16:50:00,1082.8590476190473,1,1,1,1,1
2018-12-30 16:55:00,1073.0309090909095,1,1,1,1,1
2018-12-30 17:00:00,1072.3738095238098,1,1,1,1,1
2018-12-30 17:05:00,1063.3628571428576,1,1,1,1,1
2018-12-30 17:10:00,1063.5499999999997,1,1,1,1,1
2018-12-30 17:15:00,1055.7590909090904,1,1,1,1,1
2018-12-30 17:20:00,1046.7036363636364,1,1,1,1,1
2018-12-30 17:25:00,1043.5152380952381,1,1,1,1,1
2018-12-30 17:30:00,1047.772857142857,1,1,1,1,1
2018-12-30 17:35:00,1035.8704347826088,1,1,1,1,1
2018-12-30 17:40:00,1030.1165217391303,1,1,1,1,1
2018-12-30 17:45:00,1035.2073913043482,1,1,1,1,1
2018-12-30 17:50:00,1024.722916666667,1,1,1,1,1
2018-12-30 17:55:00,1018.2360869565216,1,1,1,1,1
2018-12-30 18:00:00,1023.3122727272723,1,1,1,1,1
2018-12-30 18:05:00,1018.38,1,1,1,1,1
2018-12-30 18:10:00,1022.0690476190478,1,1,1,1,1
2018-12-30 18:15:00,1030.6034782608697,1,1,1,1,1
2018-12-30 18:20:00,1017.7523809523816,1,1,1,1,1
2018-12-30 18:25:00,1020.5928571428576,1,1,1,1,1
2018-12-30 18:30:00,1016.1823809523813,1,1,1,1,1
2018-12-30 18:35:00,1008.6368181818184,1,1,1,1,1
2018-12-30 18:40:00,1001.7121739130432,1,1,1,1,1
2018-12-30 18:45:00,1014.293043478261,1,1,1,1,1
2018-12-30 18:50:00,1000.3772727272733,1,1,1,1,1
2018-12-30 18:55:00,1006.4736363636366,1,1,1,1,1
2018-12-30 19:00:00,1010.4582608695648,1,1,1,1,1
2018-12-30 19:05:00,995.6972727272723,1,1,1,1,1
2018-12-30 19:10:00,996.950909090909,1,1,1,1,1
2018-12-30 19:15:00,1012.692608695652,1,1,1,1,1
2018-12-30 19:20:00,995.0979999999997,1,1,1,1,1
2018-12-30 19:25:00,996.5621739130432,1,1,1,1,1
2018-12-30 19:30:00,997.8589473684207,1,1,1,1,1
2018-12-30 19:35:00,1016.2619999999997,1,1,1,1,1
2018-12-30 19:40:00,1018.4786956521741,1,1,1,1,1
2018-12-30 19:45:00,1015.0834782608696,1,1,1,1,1
2018-12-30 19:50:00,1016.6490909090908,1,1,1,1,1
2018-12-30 19:55:00,1019.596,1,1,1,1,1
2018-12-30 20:00:00,1015.917391304348,1,1,1,1,1
2018-12-30 20:05:00,1027.2352380952382,1,1,1,1,1
2018-12-30 20:10:00,1034.6217391304347,1,1,1,1,1
2018-12-30 20:15:00,1043.2861904761908,1,1,1,1,1
2018-12-30 20:20:00,1045.0239999999994,1,1,1,1,1
2018-12-30 20:25:00,1054.0299999999997,1,1,1,1,1
2018-12-30 20:30:00,1053.6780000000003,1,1,1,1,1
2018-12-30 20:35:00,1050.87,1,1,1,1,1
2018-12-30 20:40:00,1058.1160000000002,1,1,1,1,1
2018-12-30 20:45:00,1069.562,1,1,1,1,1
2018-12-30 20:50:00,1085.41,1,1,1,1,1
2018-12-30 20:55:00,1081.9920000000004,1,1,1,1,1
2018-12-30 21:00:00,1088.1320000000003,1,1,1,1,1
2018-12-30 21:05:00,1093.4379999999996,1,1,1,1,1
2018-12-30 21:10:00,1110.3,1,1,1,1,1
2018-12-30 21:15:00,1115.0479999999998,1,1,1,1,1
2018-12-30 21:20:00,1126.0450000000005,1,1,1,1,1
2018-12-30 21:25:00,1130.438,1,1,1,1,1
2018-12-30 21:30:00,1146.3960000000004,1,1,1,1,1
2018-12-30 21:35:00,1150.2399999999996,1,1,1,1,1
2018-12-30 21:40:00,1154.056,1,1,1,1,1
2018-12-30 21:45:00,1158.36,1,1,1,1,1
2018-12-30 21:50:00,1170.1219999999996,1,1,1,1,1
2018-12-30 21:55:00,1181.638,1,1,1,1,1
2018-12-30 22:00:00,1191.5079999999996,1,1,1,1,1
2018-12-30 22:05:00,1190.7239999999995,1,1,1,1,1
2018-12-30 22:10:00,1199.5700000000004,1,1,1,1,1
2018-12-30 22:15:00,1202.4920000000004,1,1,1,1,1
2018-12-30 22:20:00,1209.5399999999995,1,1,1,1,1
2018-12-30 22:25:00,1224.3439999999996,1,1,1,1,1
2018-12-30 22:30:00,1235.0459999999996,1,1,1,1,1
2018-12-30 22:35:00,1242.984,1,1,1,1,1
2018-12-30 22:40:00,1241.3460000000002,1,1,1,1,1
2018-12-30 22:45:00,1253.39,1,1,1,1,1
2018-12-30 22:50:00,1263.8019047619046,1,1,1,1,1
2018-12-30 22:55:00,1264.5847826086951,1,1,1,1,1
2018-12-30 23:00:00,1276.6476190476194,1,1,1,1,1
2018-12-30 23:05:00,1287.5480952380956,1,1,1,1,1
2018-12-30 23:10:00,1292.8179999999998,1,1,1,1,1
2018-12-30 23:15:00,1294.208,1,1,1,1,1
2018-12-30 23:20:00,1305.4840000000004,1,1,1,1,1
2018-12-30 23:25:00,1323.3699999999994,1,1,1,1,1
2018-12-30 23:30:00,1324.8200000000004,1,1,1,1,1
2018-12-30 23:35:00,1334.4,1,1,1,1,1
2018-12-30 23:40:00,1340.3041176470595,1,1,1,1,1
2018-12-30 23:45:00,1345.7704761904765,1,1,1,1,1
2018-12-30 23:50:00,1353.1299999999997,1,1,1,1,1
2018-12-30 23:55:00,1358.3713636363634,1,1,1,1,1
2018-12-31 00:00:00,1360.6499999999996,1,1,1,1,1
2018-12-31 00:05:00,1370.0161904761906,1,1,1,1,1
2018-12-31 00:10:00,1377.500476190476,1,1,1,1,1
2018-12-31 00:15:00,1382.8842857142859,1,1,1,1,1
2018-12-31 00:20:00,1395.15,1,1,1,1,1
2018-12-31 00:25:00,1405.158,1,1,1,1,1
2018-12-31 00:30:00,1416.3559999999998,1,1,1,1,1
2018-12-31 00:35:00,1422.618,1,1,1,1,1
2018-12-31 00:40:00,1432.7325000000005,1,1,1,1,1
2018-12-31 00:45:00,1434.925555555555,1,1,1,1,1
2018-12-31 00:50:00,1442.1452173913046,1,1,1,1,1
2018-12-31 00:55:00,1444.7779999999993,1,1,1,1,1
2018-12-31 01:00:00,1446.8460000000007,1,1,1,1,1
2018-12-31 01:05:00,1448.1190909090908,1,1,1,1,1
2018-12-31 01:10:00,1451.9317391304348,1,1,1,1,1
2018-12-31 01:15:00,1456.922,1,1,1,1,1
2018-12-31 01:20:00,1461.959545454545,1,1,1,1,1
2018-12-31 01:25:00,1462.3819047619052,1,1,1,1,1
2018-12-31 01:30:00,1466.7514285714285,1,1,1,1,1
2018-12-31 01:35:00,1472.3661904761907,1,1,1,1,1
2018-12-31 01:40:00,1480.6063636363626,1,1,1,1,1
2018-12-31 01:45:00,1482.6904761904761,1,1,1,1,1
2018-12-31 01:50:00,1484.005714285714,1,1,1,1,1
2018-12-31 01:55:00,1486.6372727272726,1,1,1,1,1
2018-12-31 02:00:00,1491.6040000000007,1,1,1,1,1
2018-12-31 02:05:00,1486.0568181818182,1,1,1,1,1
2018-12-31 02:10:00,1490.434761904762,1,1,1,1,1
2018-12-31 02:15:00,1488.7190909090905,1,1,1,1,1
2018-12-31 02:20:00,1488.077619047619,1,1,1,1,1
2018-12-31 02:25:00,1485.11,1,1,1,1,1
2018-12-31 02:30:00,1480.8895238095236,1,1,1,1,1
2018-12-31 02:35:00,1480.0760000000002,1,1,1,1,1
2018-12-31 02:40:00,1477.55,1,1,1,1,1
2018-12-31 02:45:00,1477.7160000000001,1,1,1,1,1
2018-12-31 02:50:00,1476.277619047619,1,1,1,1,1
2018-12-31 02:55:00,1475.9360000000006,1,1,1,1,1
2018-12-31 03:00:00,1476.2439999999995,1,1,1,1,1
2018-12-31 03:05:00,1479.5739999999994,1,1,1,1,1
2018-12-31 03:10:00,1478.5719999999994,1,1,1,1,1
2018-12-31 03:15:00,1477.77,1,1,1,1,1
2018-12-31 03:20:00,1472.8499999999995,1,1,1,1,1
2018-12-31 03:25:00,1465.0380952380954,1,1,1,1,1
2018-12-31 03:30:00,1460.9979999999994,1,1,1,1,1
2018-12-31 03:35:00,1455.1700000000005,1,1,1,1,1
2018-12-31 03:40:00,1448.5939999999994,1,1,1,1,1
2018-12-31 03:45:00,1453.7339999999995,1,1,1,1,1
2018-12-31 03:50:00,1462.28,1,1,1,1,1
2018-12-31 03:55:00,1472.2419999999993,1,1,1,1,1
2018-12-31 04:00:00,1441.0945454545456,1,3,1,1,1
2018-12-31 04:05:00,1426.8471428571427,1,1,1,1,1
2018-12-31 04:10:00,1447.2279999999994,1,1,1,1,1
2018-12-31 04:15:00,1439.9739999999995,1,1,1,1,1
2018-12-31 04:20:00,1444.0240909090905,1,1,1,1,1
2018-12-31 04:25:00,1415.2639999999994,1,3,1,1,1
2018-12-31 04:30:00,1420.7738095238094,1,1,1,1,1
2018-12-31 04:35:00,1428.627619047619,1,1,1,1,1
2018-12-31 04:40:00,1405.3319999999994,1,1,1,1,1
2018-12-31 04:45:00,1399.8814285714286,1,1,1,1,1
2018-12-31 04:50:00,1388.0447619047613,1,1,1,1,1
2018-12-31 04:55:00,1385.7866666666666,1,1,1,1,1
2018-12-31 05:00:00,1384.8811111111108,1,1,1,1,1
2018-12-31 05:05:00,1375.0509523809521,1,1,1,1,1
2018-12-31 05:10:00,1365.1623809523805,1,1,1,1,1
2018-12-31 05:15:00,1356.5271428571436,1,1,1,1,1
2018-12-31 05:20:00,1353.3685714285714,1,1,1,1,1
2018-12-31 05:25:00,1340.8009090909088,1,1,1,1,1
2018-12-31 05:30:00,1336.93,1,1,1,1,1
2018-12-31 05:35:00,1334.65,1,1,1,1,1
2018-12-31 05:40:00,1325.0752380952374,1,1,1,1,1
2018-12-31 05:45:00,1326.3820000000007,1,1,1,1,1
2018-12-31 05:50:00,1313.2924999999998,1,1,1,1,1
2018-12-31 05:55:00,1320.5833333333333,1,1,1,1,1
2018-12-31 06:00:00,1309.73347826087,1,1,1,1,1
2018-12-31 06:05:00,1300.040476190476,1,1,1,1,1
2018-12-31 06:10:00,1295.9921739130439,1,1,1,1,1
2018-12-31 06:15:00,1287.4022727272727,1,1,1,1,1
2018-12-31 06:20:00,1280.8204761904765,1,1,1,1,1
2018-12-31 06:25:00,1263.546666666667,1,1,1,1,1
2018-12-31 06:30:00,1262.2990909090906,1,1,1,1,1
2018-12-31 06:35:00,1245.208,1,1,1,1,1
2018-12-31 06:40:00,1242.6199999999994,1,1,1,1,1
2018-12-31 06:45:00,1228.1850000000004,1,1,1,1,1
2018-12-31 06:50:00,1216.6440000000002,1,1,1,1,1
2018-12-31 06:55:00,1218.075217391304,1,1,1,1,1
2018-12-31 07:00:00,1217.2804761904754,1,1,1,1,1
2018-12-31 07:05:00,1202.2799999999995,1,1,1,1,1
2018-12-31 07:10:00,1199.6542857142854,1,1,1,1,1
2018-12-31 07:15:00,1190.9222727272727,1,1,1,1,1
2018-12-31 07:20:00,1193.258,1,1,1,1,1
2018-12-31 07:25:00,1187.6120000000005,1,1,1,1,1
2018-12-31 07:30:00,1183.8,1,1,0,1,1
2018-12-31 07:35:00,,1,1,0,1,1
2018-12-31 07:40:00,1168.5392307692305,1,1,0,1,1
2018-12-31 07:45:00,1151.4296296296293,1,1,1,1,1
2018-12-31 07:50:00,1144.1228,1,1,1,1,1
2018-12-31 07:55:00,1135.0423809523807,1,1,1,1,1
2018-12-31 08:00:00,1132.59,1,1,1,1,1
2018-12-31 08:05:00,1130.8149999999996,1,1,1,1,1
2018-12-31 08:10:00,1126.4044444444444,1,1,1,1,1
2018-12-31 08:15:00,1123.4039999999998,1,1,1,1,1
2018-12-31 08:20:00,1116.1426086956524,1,1,1,1,1
2018-12-31 08:25:00,1115.642608695652,1,1,1,1,1
2018-12-31 08:30:00,1112.895217391304,1,1,1,1,1
2018-12-31 08:35:00,1102.0069565217386,1,1,1,1,1
2018-12-31 08:40:00,1097.7872727272731,1,1,1,1,1
2018-12-31 08:45:00,1092.7186363636363,1,1,1,1,1
2018-12-31 08:50:00,1090.0423809523807,1,1,1,1,1
2018-12-31 08:55:00,1081.854347826087,1,1,1,1,1
2018-12-31 09:00:00,1083.4057142857146,1,1,1,1,1
2018-12-31 09:05:00,1087.7299999999998,1,1,1,1,1
2018-12-31 09:10:00,1072.245238095238,1,1,1,1,1
2018-12-31 09:15:00,1077.756,1,1,1,1,1
2018-12-31 09:20:00,1068.6281818181822,1,1,1,1,1
2018-12-31 09:25:00,1070.698571428572,1,1,1,1,1
2018-12-31 09:30:00,1054.7533333333336,1,1,1,1,1
2018-12-31 09:35:00,1058.3356521739133,1,1,1,1,1
2018-12-31 09:40:00,1050.9859090909092,1,1,1,1,1
2018-12-31 09:45:00,1043.4968181818183,1,1,1,1,1
2018-12-31 09:50:00,1049.2913043478259,1,1,1,1,1
2018-12-31 09:55:00,1042.572608695652,1,1,1,1,1
2018-12-31 10:00:00,1065.6347619047622,1,1,1,1,1
2018-12-31 10:05:00,1053.9231818181818,1,1,1,1,1
2018-12-31 10:10:00,1052.705,1,1,1,1,1
2018-12-31 10:15:00,1039.839090909091,1,1,1,1,1
2018-12-31 10:20:00,1058.6282608695653,1,1,1,1,1
2018-12-31 10:25:00,1056.764545454545,1,1,1,1,1
2018-12-31 10:30:00,1049.2208695652178,1,1,1,1,1
2018-12-31 10:35:00,1050.934,1,1,1,1,1
2018-12-31 10:40:00,1050.6914285714283,1,1,1,1,1
2018-12-31 10:45:00,1044.3086956521743,1,1,1,1,1
2018-12-31 10:50:00,1050.9621739130432,1,1,1,1,1
2018-12-31 10:55:00,1057.0327272727277,1,1,1,1,1
2018-12-31 11:00:00,1048.6045454545454,1,1,1,1,1
2018-12-31 11:05:00,1046.8634782608692,1,1,1,1,1
2018-12-31 11:10:00,1059.8399999999997,1,1,1,1,1
2018-12-31 11:15:00,1051.5865,1,1,1,1,1
2018-12-31 11:20:00,1046.8549999999998,1,1,1,1,1
2018-12-31 11:25:00,1057.470454545455,1,1,1,1,1
2018-12-31 11:30:00,1060.0073913043477,1,1,1,1,1
2018-12-31 11:35:00,1067.9195652173917,1,1,1,1,1
2018-12-31 11:40:00,1078.5513043478259,1,1,1,1,1
2018-12-31 11:45:00,1059.9031818181818,1,1,1,1,1
2018-12-31 11:50:00,1054.1647619047617,1,1,1,1,1
2018-12-31 11:55:00,1056.8659999999998,1,1,1,1,1
2018-12-31 12:00:00,1056.5019999999997,1,1,1,1,1
2018-12-31 12:05:00,1055.544,1,1,1,1,1
2018-12-31 12:10:00,1049.2220000000002,1,1,1,1,1
2018-12-31 12:15:00,1070.2499999999998,1,1,1,1,1
2018-12-31 12:20:00,1079.9280000000003,1,1,1,1,1
2018-12-31 12:25:00,1083.5195454545458,1,1,1,1,1
2018-12-31 12:30:00,1087.13,1,1,1,1,1
2018-12-31 12:35:00,1075.7885714285717,1,1,1,1,1
2018-12-31 12:40:00,1077.959523809524,1,1,1,1,1
2018-12-31 12:45:00,1090.842,1,1,1,1,1
2018-12-31 12:50:00,1088.2760000000003,1,1,1,1,1
2018-12-31 12:55:00,1087.6309523809523,1,1,1,1,1
2018-12-31 13:00:00,1096.1660000000004,1,1,1,1,1
2018-12-31 13:05:00,1097.448181818182,1,1,1,1,1
2018-12-31 13:10:00,1103.805,1,1,1,1,1
2018-12-31 13:15:00,1110.702727272728,1,1,1,1,1
2018-12-31 13:20:00,1102.2868181818178,1,1,1,1,1
2018-12-31 13:25:00,1119.9899999999998,1,1,1,1,1
2018-12-31 13:30:00,1109.7159999999994,1,1,1,1,1
2018-12-31 13:35:00,1114.699047619048,1,1,1,1,1
2018-12-31 13:40:00,1134.066818181818,1,1,1,1,1
2018-12-31 13:45:00,1131.2820000000004,1,1,1,1,1
2018-12-31 13:50:00,1129.9550000000004,1,1,1,1,1
2018-12-31 13:55:00,1133.6960000000001,1,1,1,1,1
2018-12-31 14:00:00,1135.9956521739136,1,1,1,1,1
2018-12-31 14:05:00,1149.8052173913038,1,1,1,1,1
2018-12-31 14:10:00,1162.0773913043479,1,1,1,1,1
2018-12-31 14:15:00,1146.40619047619,1,1,1,1,1
2018-12-31 14:20:00,1169.7674999999995,1,1,1,1,1
2018-12-31 14:25:00,1176.2365217391305,1,1,1,1,1
2018-12-31 14:30:00,1175.056666666667,1,1,1,1,1
2018-12-31 14:35:00,1161.0,1,1,1,1,1
2018-12-31 14:40:00,1166.4659090909092,1,1,1,1,1
2018-12-31 14:45:00,1177.8266666666666,1,1,1,1,1
2018-12-31 14:50:00,1181.0488888888888,1,1,1,1,1
2018-12-31 14:55:00,1178.3271428571427,1,1,1,1,1
2018-12-31 15:00:00,1192.8736363636365,1,1,1,1,1
2018-12-31 15:05:00,1195.341666666667,1,1,1,1,1
2018-12-31 15:10:00,1204.387391304348,1,1,1,1,1
2018-12-31 15:15:00,1196.2572727272725,1,1,1,1,1
2018-12-31 15:20:00,1201.0800000000004,1,1,1,1,1
2018-12-31 15:25:00,1200.3239999999996,1,1,1,1,1
2018-12-31 15:30:00,1196.4399999999996,1,1,1,1,1
2018-12-31 15:35:00,1204.1080952380948,1,1,1,1,1
2018-12-31 15:40:00,1208.0059090909094,1,1,1,1,1
2018-12-31 15:45:00,1188.0269565217388,1,1,1,1,1
2018-12-31 15:50:00,1182.2947619047616,1,1,1,1,1
2018-12-31 15:55:00,1188.3528571428576,1,1,1,1,1
2018-12-31 16:00:00,1185.792,1,1,1,1,1
2018-12-31 16:05:00,1175.071428571428,1,1,1,1,1
2018-12-31 16:10:00,1171.1269565217387,1,1,1,1,1
2018-12-31 16:15:00,1170.724,1,1,1,1,1
2018-12-31 16:20:00,1163.1704545454545,1,1,1,1,1
2018-12-31 16:25:00,1173.820909090909,1,1,1,1,1
2018-12-31 16:30:00,1154.875238095238,1,1,1,1,1
2018-12-31 16:35:00,1150.339545454546,1,1,1,1,1
2018-12-31 16:40:00,1151.2680952380956,1,1,1,1,1
2018-12-31 16:45:00,1152.0904761904767,1,1,1,1,1
2018-12-31 16:50:00,1149.0649999999996,1,1,1,1,1
2018-12-31 16:55:00,1147.34380952381,1,1,1,1,1
2018-12-31 17:00:00,1147.8419999999999,1,1,1,1,1
2018-12-31 17:05:00,1136.586363636364,1,1,1,1,1
2018-12-31 17:10:00,1131.9663636363634,1,1,1,1,1
2018-12-31 17:15:00,1136.1642857142858,1,1,1,1,1
2018-12-31 17:20:00,1127.9852173913048,1,1,1,1,1
2018-12-31 17:25:00,1130.4138888888888,1,1,1,1,1
2018-12-31 17:30:00,1127.5809523809519,1,1,1,1,1
2018-12-31 17:35:00,1116.3360000000002,1,1,1,1,1
2018-12-31 17:40:00,1130.9340000000004,1,1,1,1,1
2018-12-31 17:45:00,1111.0127272727273,1,1,1,1,1
2018-12-31 17:50:00,1105.5400000000004,1,1,1,1,1
2018-12-31 17:55:00,1109.9366666666667,1,1,1,1,1
2018-12-31 18:00:00,1100.416363636364,1,1,1,1,1
2018-12-31 18:05:00,1102.1309523809523,1,1,1,1,1
2018-12-31 18:10:00,1100.9299999999996,1,1,1,1,1
2018-12-31 18:15:00,1097.4014285714286,1,1,1,1,1
2018-12-31 18:20:00,1093.9459999999997,1,1,1,1,1
2018-12-31 18:25:00,1097.9339285714286,1,1,1,1,1
2018-12-31 18:30:00,1088.675238095238,1,1,1,1,1
2018-12-31 18:35:00,1090.6575,1,1,1,1,1
2018-12-31 18:40:00,1098.206,1,1,1,1,1
2018-12-31 18:45:00,1091.4239999999998,1,1,1,1,1
2018-12-31 18:50:00,1092.451904761905,1,1,1,1,1
2018-12-31 18:55:00,1097.4260000000004,1,1,1,1,1
2018-12-31 19:00:00,1084.4280000000003,1,1,1,1,1
2018-12-31 19:05:00,1083.643809523809,1,1,1,1,1
2018-12-31 19:10:00,1081.4481818181814,1,1,1,1,1
2018-12-31 19:15:00,1082.8547619047617,1,1,1,1,1
2018-12-31 19:20:00,1083.3599999999997,1,1,1,1,1
2018-12-31 19:25:00,1080.7780000000007,1,1,1,1,1
2018-12-31 19:30:00,1078.6740000000002,1,1,1,1,1
2018-12-31 19:35:00,1084.024,1,1,1,1,1
2018-12-31 19:40:00,1085.4057142857139,1,1,1,1,1
2018-12-31 19:45:00,1084.3120000000004,1,1,1,1,1
2018-12-31 19:50:00,1076.9699999999998,1,1,1,1,1
2018-12-31 19:55:00,1098.8440000000003,1,1,1,1,1
2018-12-31 20:00:00,1094.938,1,1,1,1,1
2018-12-31 20:05:00,1114.2059999999997,1,1,1,1,1
2018-12-31 20:10:00,1100.4852380952386,1,1,1,1,1
2018-12-31 20:15:00,1107.042,1,1,1,1,1
2018-12-31 20:20:00,1107.1760000000004,1,1,1,1,1
2018-12-31 20:25:00,1106.456,1,1,1,1,1
2018-12-31 20:30:00,1102.5214285714285,1,1,1,1,1
2018-12-31 20:35:00,1106.7966666666666,1,1,1,1,1
2018-12-31 20:40:00,1125.3740000000003,1,1,1,1,1
2018-12-31 20:45:00,1127.3328571428572,1,1,1,1,1
2018-12-31 20:50:00,1114.9660000000003,1,1,1,1,1
2018-12-31 20:55:00,1111.9309523809522,1,1,1,1,1
2018-12-31 21:00:00,1135.5980000000004,1,1,1,1,1
2018-12-31 21:05:00,1141.685294117647,1,1,1,1,1
2018-12-31 21:10:00,1129.2928571428567,1,1,1,1,1
2018-12-31 21:15:00,1131.126,1,1,1,1,1
2018-12-31 21:20:00,1136.645714285714,1,1,1,1,1
2018-12-31 21:25:00,1125.8854545454542,1,1,1,1,1
2018-12-31 21:30:00,1131.054,1,1,1,1,1
2018-12-31 21:35:00,1139.748,1,1,1,1,1
2018-12-31 21:40:00,1139.006,1,1,1,1,1
2018-12-31 21:45:00,1151.1639999999995,1,1,1,1,1
2018-12-31 21:50:00,1178.6171428571429,1,3,1,1,1
2018-12-31 21:55:00,1172.0300000000002,1,1,1,1,1
2018-12-31 22:00:00,1163.3839999999996,1,1,1,1,1
2018-12-31 22:05:00,1171.7219999999998,1,1,1,1,1
2018-12-31 22:10:00,1171.9299999999996,1,1,1,1,1
2018-12-31 22:15:00,1183.9839999999995,1,1,1,1,1
2018-12-31 22:20:00,1189.5054545454545,1,1,1,1,1
2018-12-31 22:25:00,1196.9,1,1,1,1,1
2018-12-31 22:30:00,1195.8730434782608,1,1,1,1,1
2018-12-31 22:35:00,1201.8213636363635,1,1,1,1,1
2018-12-31 22:40:00,1224.8858823529415,1,1,1,1,1
2018-12-31 22:45:00,1210.832,1,1,1,1,1
2018-12-31 22:50:00,1234.0470833333334,1,1,1,1,1
2018-12-31 22:55:00,1224.3166666666666,1,1,1,1,1
2018-12-31 23:00:00,1229.7220833333329,1,1,1,1,1
2018-12-31 23:05:00,1242.0043478260868,1,1,1,1,1
2018-12-31 23:10:00,1247.932,1,1,1,1,1
2018-12-31 23:15:00,1257.374,1,1,1,1,1
2018-12-31 23:20:00,1265.0352173913045,1,1,1,1,1
2018-12-31 23:25:00,1274.8523809523815,1,1,1,1,1
